"Lat","Long","Month","Period","Offense","Season"
"36.848395"," -75.975093","JULY","NIGHT","ASSAULT","SUMMER"
"36.844792"," -76.027485","MAY","NIGHT","ASSAULT","SPRING"
"36.841723"," -76.048518","APRIL","EVENING","ASSAULT","SPRING"
"36.79908"," -76.016948","APRIL","NIGHT","ASSAULT","SPRING"
"36.849479"," -75.975392","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.851247"," -76.094785","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.79669"," -76.092721","JULY","NIGHT","ASSAULT","SUMMER"
"36.793076"," -76.119071","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.752969"," -76.059998","JUNE","MORNING","ASSAULT","SUMMER"
"36.849047"," -76.010492","DECEMBER","EVENING","ASSAULT","WINTER"
"36.812575"," -76.081368","AUGUST","EVENING","ASSAULT","SUMMER"
"36.84415"," -75.975239","MARCH","NIGHT","ASSAULT","SPRING"
"36.79045"," -76.003094","MAY","NIGHT","ASSAULT","SPRING"
"36.840375"," -76.019506","JUNE","NIGHT","ASSAULT","SUMMER"
"36.844511"," -75.973023","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.84348"," -76.055053","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.853788"," -76.16722","SEPTEMBER","EVENING","ASSAULT","FALL"
"36.815511"," -76.105823","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.855195"," -76.17268","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.808313"," -76.067774","JANUARY","EVENING","ASSAULT","WINTER"
"36.842197"," -76.160385","OCTOBER","MORNING","ASSAULT","FALL"
"36.814638"," -76.10459","APRIL","EVENING","ASSAULT","SPRING"
"36.794762"," -76.106223","MAY","AFTERNOON","ASSAULT","SPRING"
"36.896677"," -76.147755","JUNE","MORNING","ASSAULT","SUMMER"
"36.842762"," -76.012031","FEBRUARY","EVENING","ASSAULT","WINTER"
"36.752969"," -76.059998","JANUARY","AFTERNOON","ASSAULT","WINTER"
"36.801975"," -76.08031","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.858874"," -76.030459","JULY","EVENING","ASSAULT","SUMMER"
"36.850029"," -76.124256","NOVEMBER","EVENING","ASSAULT","FALL"
"36.794762"," -76.106223","JULY","NIGHT","ASSAULT","SUMMER"
"36.78169"," -76.0704","JANUARY","NIGHT","ASSAULT","WINTER"
"36.811952"," -76.086991","JUNE","EVENING","ASSAULT","SUMMER"
"36.837689"," -76.132274","MAY","NIGHT","ASSAULT","SPRING"
"36.866705"," -76.032726","JUNE","NIGHT","ASSAULT","SUMMER"
"36.833745"," -75.984291","DECEMBER","EVENING","ASSAULT","WINTER"
"36.807155"," -76.10625","MAY","NIGHT","ASSAULT","SPRING"
"36.795499"," -76.106397","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.781106"," -76.110353","MARCH","MORNING","ASSAULT","SPRING"
"36.771315"," -76.198965","JANUARY","MORNING","ASSAULT","WINTER"
"36.852502"," -76.035927","JULY","NIGHT","ASSAULT","SUMMER"
"36.845336"," -75.974265","OCTOBER","NIGHT","ASSAULT","FALL"
"36.807365"," -76.169824","MARCH","NIGHT","ASSAULT","SPRING"
"36.852701"," -76.135977","JUNE","MORNING","ASSAULT","SUMMER"
"36.849479"," -75.975392","OCTOBER","NIGHT","ASSAULT","FALL"
"36.835288"," -76.120386","AUGUST","MORNING","ASSAULT","SUMMER"
"36.865908"," -76.134992","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.841782"," -76.11376","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.795468"," -76.12574","JULY","NIGHT","ASSAULT","SUMMER"
"36.839435"," -76.009309","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.814126"," -76.170796","JANUARY","AFTERNOON","ASSAULT","WINTER"
"36.807126"," -76.180432","MARCH","NIGHT","ASSAULT","SPRING"
"36.845506"," -76.120821","APRIL","MORNING","ASSAULT","SPRING"
"36.756346"," -76.011698","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.845514"," -75.994785","JANUARY","NIGHT","ASSAULT","WINTER"
"36.800096"," -76.079549","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.793076"," -76.119071","MAY","AFTERNOON","ASSAULT","SPRING"
"36.788876"," -76.170471","APRIL","NIGHT","ASSAULT","SPRING"
"36.828632"," -76.134522","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.796171"," -76.077369","MAY","NIGHT","ASSAULT","SPRING"
"36.794013"," -76.107133","FEBRUARY","EVENING","ASSAULT","WINTER"
"36.864358"," -76.183365","FEBRUARY","EVENING","ASSAULT","WINTER"
"36.835742"," -76.090198","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.852069"," -76.163206","NOVEMBER","EVENING","ASSAULT","FALL"
"36.848012"," -75.995604","JUNE","NIGHT","ASSAULT","SUMMER"
"36.833678"," -76.101821","SEPTEMBER","EVENING","ASSAULT","FALL"
"36.850043"," -76.057236","JANUARY","EVENING","ASSAULT","WINTER"
"36.869292"," -76.163367","JUNE","NIGHT","ASSAULT","SUMMER"
"36.837548"," -75.973463","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.845795"," -76.056271","AUGUST","AFTERNOON","ASSAULT","SUMMER"
"36.851337"," -76.157342","OCTOBER","NIGHT","ASSAULT","FALL"
"36.754592"," -76.058612","AUGUST","MORNING","ASSAULT","SUMMER"
"36.8435"," -76.125923","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.83138"," -76.079416","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.778757"," -76.072499","OCTOBER","EVENING","ASSAULT","FALL"
"36.849995"," -75.976882","APRIL","NIGHT","ASSAULT","SPRING"
"36.84475"," -75.977686","JULY","MORNING","ASSAULT","SUMMER"
"36.88732"," -76.035267","APRIL","NIGHT","ASSAULT","SPRING"
"36.82607"," -76.15026","MAY","EVENING","ASSAULT","SPRING"
"36.809396"," -76.119408","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.803345"," -76.110259","JANUARY","MORNING","ASSAULT","WINTER"
"36.808628"," -75.979424","JULY","NIGHT","ASSAULT","SUMMER"
"36.831226"," -76.074958","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.839375"," -76.101873","JANUARY","NIGHT","ASSAULT","WINTER"
"36.842197"," -76.160385","MARCH","MORNING","ASSAULT","SPRING"
"36.849327"," -75.980681","DECEMBER","AFTERNOON","ASSAULT","WINTER"
"36.75775"," -76.1358","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.774297"," -76.122539","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.85363"," -76.038783","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.792114"," -76.182335","JULY","NIGHT","ASSAULT","SUMMER"
"36.777306"," -75.971268","JUNE","MORNING","ASSAULT","SUMMER"
"36.835978"," -75.986985","JUNE","NIGHT","ASSAULT","SUMMER"
"36.827281"," -76.162711","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.770481"," -76.18095","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.796184"," -76.10825","AUGUST","MORNING","ASSAULT","SUMMER"
"36.863354"," -76.091711","JANUARY","EVENING","ASSAULT","WINTER"
"36.833745"," -75.984291","JULY","MORNING","ASSAULT","SUMMER"
"36.850785"," -76.157954","DECEMBER","AFTERNOON","ASSAULT","WINTER"
"36.793106"," -76.131861","NOVEMBER","MORNING","ASSAULT","FALL"
"36.791827"," -76.191479","APRIL","MORNING","ASSAULT","SPRING"
"36.851485"," -75.975941","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.835286"," -76.116129","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.887716"," -75.985883","MARCH","MORNING","ASSAULT","SPRING"
"36.86392"," -76.172243","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.858756"," -75.981391","JUNE","NIGHT","ASSAULT","SUMMER"
"36.861161"," -76.134887","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.86859"," -76.161394","AUGUST","MORNING","ASSAULT","SUMMER"
"36.805679"," -76.207205","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.846892"," -76.053956","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.823635"," -76.210772","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.912561"," -76.072497","DECEMBER","EVENING","ASSAULT","WINTER"
"36.816102"," -76.182286","JUNE","EVENING","ASSAULT","SUMMER"
"36.819837"," -76.125796","JUNE","EVENING","ASSAULT","SUMMER"
"36.807728"," -75.990703","JULY","EVENING","ASSAULT","SUMMER"
"36.789465"," -76.181451","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.864752"," -76.174716","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.804497"," -76.093833","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.814528"," -76.145472","JULY","MORNING","ASSAULT","SUMMER"
"36.826095"," -76.076106","JUNE","NIGHT","ASSAULT","SUMMER"
"36.800397"," -76.080313","JANUARY","NIGHT","ASSAULT","WINTER"
"36.843585"," -76.131499","JUNE","EVENING","ASSAULT","SUMMER"
"36.837618"," -76.184676","JUNE","MORNING","ASSAULT","SUMMER"
"36.837758"," -76.114092","OCTOBER","NIGHT","ASSAULT","FALL"
"36.806084"," -76.176753","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.869292"," -76.163367","DECEMBER","MORNING","ASSAULT","WINTER"
"36.845645"," -75.984287","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.868051"," -76.169976","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.837766"," -76.171465","MARCH","EVENING","ASSAULT","SPRING"
"36.795349"," -76.082525","MAY","NIGHT","ASSAULT","SPRING"
"36.834158"," -76.094201","FEBRUARY","EVENING","ASSAULT","WINTER"
"36.817271"," -76.117391","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.837085"," -76.13877","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.808628"," -75.979424","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.850895"," -76.03504","OCTOBER","EVENING","ASSAULT","FALL"
"36.828123"," -76.079415","JULY","NIGHT","ASSAULT","SUMMER"
"36.753266"," -76.004023","DECEMBER","MORNING","ASSAULT","WINTER"
"36.842029"," -75.993452","JANUARY","EVENING","ASSAULT","WINTER"
"36.837991"," -76.001376","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.864189"," -76.183244","APRIL","NIGHT","ASSAULT","SPRING"
"36.842664"," -76.047915","APRIL","NIGHT","ASSAULT","SPRING"
"36.849439"," -76.133428","NOVEMBER","EVENING","ASSAULT","FALL"
"36.840968"," -76.133918","JANUARY","AFTERNOON","ASSAULT","WINTER"
"36.866675"," -76.037232","MAY","MORNING","ASSAULT","SPRING"
"36.791827"," -76.191479","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.815623"," -76.145509","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.773438"," -75.977393","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.84344"," -76.015954","APRIL","NIGHT","ASSAULT","SPRING"
"36.836173"," -76.184801","SEPTEMBER","MORNING","ASSAULT","FALL"
"36.782004"," -76.076346","APRIL","MORNING","ASSAULT","SPRING"
"36.794603"," -76.072326","NOVEMBER","EVENING","ASSAULT","FALL"
"36.795457"," -76.165328","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.823635"," -76.210772","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.847094"," -75.976103","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.892428"," -76.141848","DECEMBER","AFTERNOON","ASSAULT","WINTER"
"36.754592"," -76.058612","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.775368"," -76.053568","JUNE","MORNING","ASSAULT","SUMMER"
"36.863375"," -75.979281","JUNE","NIGHT","ASSAULT","SUMMER"
"36.815786"," -76.215197","MARCH","EVENING","ASSAULT","SPRING"
"36.742744"," -75.986967","JULY","EVENING","ASSAULT","SUMMER"
"36.852309"," -76.03809","MAY","NIGHT","ASSAULT","SPRING"
"36.837758"," -76.114092","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.8383"," -76.18646","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.788191"," -76.102129","JANUARY","NIGHT","ASSAULT","WINTER"
"36.830661"," -76.147188","APRIL","NIGHT","ASSAULT","SPRING"
"36.774308"," -76.117525","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.809199"," -76.174487","MAY","EVENING","ASSAULT","SPRING"
"36.795797"," -76.003584","JUNE","NIGHT","ASSAULT","SUMMER"
"36.798838"," -76.014214","OCTOBER","NIGHT","ASSAULT","FALL"
"36.830684"," -76.091582","DECEMBER","MORNING","ASSAULT","WINTER"
"36.852569"," -75.976232","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.905633"," -76.144551","JULY","NIGHT","ASSAULT","SUMMER"
"36.795497"," -76.086213","DECEMBER","EVENING","ASSAULT","WINTER"
"36.828405"," -76.144517","JUNE","NIGHT","ASSAULT","SUMMER"
"36.904072"," -76.146136","OCTOBER","NIGHT","ASSAULT","FALL"
"36.863588"," -76.178153","OCTOBER","NIGHT","ASSAULT","FALL"
"36.858143"," -76.177313","APRIL","EVENING","ASSAULT","SPRING"
"36.846699"," -75.978223","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.870032"," -76.147633","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.814519"," -76.146947","MAY","AFTERNOON","ASSAULT","SPRING"
"36.846778"," -76.013112","JUNE","EVENING","ASSAULT","SUMMER"
"36.811317"," -76.108644","MARCH","NIGHT","ASSAULT","SPRING"
"36.813783"," -76.20927","JANUARY","NIGHT","ASSAULT","WINTER"
"36.853428"," -76.072575","JUNE","EVENING","ASSAULT","SUMMER"
"36.846216"," -76.114556","APRIL","NIGHT","ASSAULT","SPRING"
"36.903674"," -76.135818","AUGUST","AFTERNOON","ASSAULT","SUMMER"
"36.795209"," -76.08925","OCTOBER","NIGHT","ASSAULT","FALL"
"36.839331"," -76.097336","APRIL","MORNING","ASSAULT","SPRING"
"36.798731"," -75.995989","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.803802"," -76.202032","JANUARY","NIGHT","ASSAULT","WINTER"
"36.851075"," -75.976477","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.843187"," -76.052992","JANUARY","NIGHT","ASSAULT","WINTER"
"36.756951"," -76.05158","JANUARY","AFTERNOON","ASSAULT","WINTER"
"36.853592"," -75.992021","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.821023"," -76.066885","JUNE","EVENING","ASSAULT","SUMMER"
"36.849161"," -76.019935","JULY","NIGHT","ASSAULT","SUMMER"
"36.833522"," -76.14483","JUNE","NIGHT","ASSAULT","SUMMER"
"36.809028"," -76.072291","JUNE","NIGHT","ASSAULT","SUMMER"
"36.84507"," -75.987464","DECEMBER","EVENING","ASSAULT","WINTER"
"36.907359"," -76.14952","APRIL","MORNING","ASSAULT","SPRING"
"36.754592"," -76.058612","NOVEMBER","EVENING","ASSAULT","FALL"
"36.916653"," -76.054948","JUNE","NIGHT","ASSAULT","SUMMER"
"36.842029"," -75.993452","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.843304"," -76.078667","APRIL","NIGHT","ASSAULT","SPRING"
"36.851944"," -76.160505","FEBRUARY","EVENING","ASSAULT","WINTER"
"36.832407"," -76.082192","NOVEMBER","MORNING","ASSAULT","FALL"
"36.751513"," -76.003991","APRIL","MORNING","ASSAULT","SPRING"
"36.861989"," -76.047063","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.84542"," -76.048044","MAY","NIGHT","ASSAULT","SPRING"
"36.84542"," -76.048044","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.79127"," -76.183154","MAY","EVENING","ASSAULT","SPRING"
"36.843693"," -76.139096","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.724597"," -75.937746","DECEMBER","MORNING","ASSAULT","WINTER"
"36.843334"," -76.103799","NOVEMBER","AFTERNOON","ASSAULT","FALL"
"36.856083"," -76.158045","AUGUST","EVENING","ASSAULT","SUMMER"
"36.776363"," -76.000579","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.796646"," -76.117684","JULY","NIGHT","ASSAULT","SUMMER"
"36.852569"," -75.976232","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.827775"," -76.07687","MAY","NIGHT","ASSAULT","SPRING"
"36.815095"," -76.10625","OCTOBER","MORNING","ASSAULT","FALL"
"36.910299"," -76.080491","JULY","NIGHT","ASSAULT","SUMMER"
"36.843808"," -76.05647","JULY","NIGHT","ASSAULT","SUMMER"
"36.809199"," -76.174487","FEBRUARY","AFTERNOON","ASSAULT","WINTER"
"36.812296"," -76.09032","JUNE","NIGHT","ASSAULT","SUMMER"
"36.818242"," -76.106854","JUNE","MORNING","ASSAULT","SUMMER"
"36.86901"," -75.985284","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.885432"," -76.052256","MARCH","MORNING","ASSAULT","SPRING"
"36.848521"," -76.054304","NOVEMBER","MORNING","ASSAULT","FALL"
"36.828632"," -76.134522","JANUARY","NIGHT","ASSAULT","WINTER"
"36.85363"," -76.038783","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.810193"," -75.980921","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.833745"," -75.984291","JUNE","NIGHT","ASSAULT","SUMMER"
"36.814133"," -76.206019","APRIL","MORNING","ASSAULT","SPRING"
"36.792479"," -76.12974","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.83793"," -76.060071","SEPTEMBER","EVENING","ASSAULT","FALL"
"36.85489"," -75.982096","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.839631"," -76.118081","APRIL","NIGHT","ASSAULT","SPRING"
"36.744083"," -76.072891","FEBRUARY","AFTERNOON","ASSAULT","WINTER"
"36.752969"," -76.059998","OCTOBER","NIGHT","ASSAULT","FALL"
"36.852053"," -75.990203","JUNE","NIGHT","ASSAULT","SUMMER"
"36.851514"," -76.035928","SEPTEMBER","MORNING","ASSAULT","FALL"
"36.84212"," -76.131712","JUNE","NIGHT","ASSAULT","SUMMER"
"36.826198"," -76.109956","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.768606"," -76.099503","JULY","NIGHT","ASSAULT","SUMMER"
"36.851227"," -75.981378","APRIL","NIGHT","ASSAULT","SPRING"
"36.786013"," -75.999206","JULY","NIGHT","ASSAULT","SUMMER"
"36.840952"," -76.134878","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.83542"," -76.077966","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.821023"," -76.066885","JANUARY","EVENING","ASSAULT","WINTER"
"36.837393"," -75.991437","MARCH","EVENING","ASSAULT","SPRING"
"36.785445"," -76.089933","DECEMBER","NIGHT","ASSAULT","WINTER"
"36.794902"," -76.117024","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.848894"," -76.012206","OCTOBER","EVENING","ASSAULT","FALL"
"36.786989"," -76.152574","NOVEMBER","EVENING","ASSAULT","FALL"
"36.850228"," -75.975593","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.821023"," -76.066885","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.835304"," -76.086444","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.84636"," -75.974451","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.852159"," -75.992499","AUGUST","EVENING","ASSAULT","SUMMER"
"36.795486"," -76.152637","JULY","NIGHT","ASSAULT","SUMMER"
"36.857966"," -76.178401","APRIL","NIGHT","ASSAULT","SPRING"
"36.908149"," -76.106561","MAY","NIGHT","ASSAULT","SPRING"
"36.847675"," -75.974898","MARCH","NIGHT","ASSAULT","SPRING"
"36.846685"," -76.081135","OCTOBER","NIGHT","ASSAULT","FALL"
"36.783773"," -76.108453","MAY","NIGHT","ASSAULT","SPRING"
"36.814059"," -76.075096","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.805619"," -76.169326","DECEMBER","AFTERNOON","ASSAULT","WINTER"
"36.795576"," -76.172213","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.896924"," -76.176088","OCTOBER","MORNING","ASSAULT","FALL"
"36.815978"," -76.115815","JUNE","MORNING","ASSAULT","SUMMER"
"36.843333"," -75.985762","JULY","NIGHT","ASSAULT","SUMMER"
"36.78331"," -76.122278","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.843553"," -75.999685","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.820483"," -76.132213","APRIL","MORNING","ASSAULT","SPRING"
"36.833745"," -75.984291","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.820303"," -76.192357","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.791756"," -76.105347","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.844507"," -76.017221","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.779701"," -76.150612","OCTOBER","AFTERNOON","ASSAULT","FALL"
"36.775945"," -76.142854","JUNE","NIGHT","ASSAULT","SUMMER"
"36.803345"," -76.110259","OCTOBER","MORNING","ASSAULT","FALL"
"36.844612"," -76.016973","MARCH","NIGHT","ASSAULT","SPRING"
"36.849484"," -76.156879","MARCH","NIGHT","ASSAULT","SPRING"
"36.835143"," -76.058707","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.800096"," -76.079549","JUNE","EVENING","ASSAULT","SUMMER"
"36.814141"," -76.130172","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.843738"," -75.983465","MAY","NIGHT","ASSAULT","SPRING"
"36.792076"," -76.106967","OCTOBER","NIGHT","ASSAULT","FALL"
"36.849479"," -75.975392","MAY","NIGHT","ASSAULT","SPRING"
"36.811247"," -76.072651","JUNE","NIGHT","ASSAULT","SUMMER"
"36.832874"," -76.152691","MARCH","NIGHT","ASSAULT","SPRING"
"36.849742"," -76.135736","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.819408"," -76.108937","NOVEMBER","MORNING","ASSAULT","FALL"
"36.813471"," -76.09861","JULY","NIGHT","ASSAULT","SUMMER"
"36.847909"," -75.994169","SEPTEMBER","EVENING","ASSAULT","FALL"
"36.844072"," -76.052294","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.867747"," -76.132708","OCTOBER","EVENING","ASSAULT","FALL"
"36.822185"," -76.115462","JUNE","NIGHT","ASSAULT","SUMMER"
"36.818578"," -76.222711","JUNE","NIGHT","ASSAULT","SUMMER"
"36.840246"," -76.020914","JULY","NIGHT","ASSAULT","SUMMER"
"36.85664"," -75.977472","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.838145"," -76.189205","AUGUST","AFTERNOON","ASSAULT","SUMMER"
"36.752969"," -76.059998","FEBRUARY","MORNING","ASSAULT","WINTER"
"36.817211"," -76.152176","JUNE","AFTERNOON","ASSAULT","SUMMER"
"36.845506"," -76.120821","OCTOBER","MORNING","ASSAULT","FALL"
"36.775292"," -76.096636","APRIL","EVENING","ASSAULT","SPRING"
"36.783309"," -76.001747","JUNE","NIGHT","ASSAULT","SUMMER"
"36.835304"," -76.086444","OCTOBER","AFTERNOON","ASSAULT","FALL"
"36.826713"," -76.103609","JULY","NIGHT","ASSAULT","SUMMER"
"36.848395"," -75.975093","OCTOBER","NIGHT","ASSAULT","FALL"
"36.865785"," -76.180483","OCTOBER","AFTERNOON","ASSAULT","FALL"
"36.843743"," -76.142357","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.801975"," -76.08031","JUNE","NIGHT","ASSAULT","SUMMER"
"36.839766"," -75.984083","JUNE","NIGHT","ASSAULT","SUMMER"
"36.795372"," -76.098737","SEPTEMBER","EVENING","ASSAULT","FALL"
"36.771972"," -76.079346","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.850228"," -75.975593","JANUARY","NIGHT","ASSAULT","WINTER"
"36.879842"," -76.173876","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.843824"," -76.111066","MAY","NIGHT","ASSAULT","SPRING"
"36.772438"," -75.995699","JULY","EVENING","ASSAULT","SUMMER"
"36.848534"," -76.099574","JULY","EVENING","ASSAULT","SUMMER"
"36.81291"," -76.104101","OCTOBER","AFTERNOON","ASSAULT","FALL"
"36.851549"," -76.034264","JULY","MORNING","ASSAULT","SUMMER"
"36.858666"," -75.978025","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.810001"," -76.15643","MAY","NIGHT","ASSAULT","SPRING"
"36.907359"," -76.14952","MARCH","NIGHT","ASSAULT","SPRING"
"36.86392"," -76.172243","MARCH","EVENING","ASSAULT","SPRING"
"36.82085"," -76.217686","JANUARY","EVENING","ASSAULT","WINTER"
"36.850228"," -75.975593","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.864381"," -76.179394","SEPTEMBER","NIGHT","ASSAULT","FALL"
"36.80533"," -76.215779","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.756951"," -76.05158","MARCH","AFTERNOON","ASSAULT","SPRING"
"36.812756"," -76.209683","JANUARY","MORNING","ASSAULT","WINTER"
"36.904796"," -76.180615","APRIL","AFTERNOON","ASSAULT","SPRING"
"36.839229"," -76.138821","JULY","NIGHT","ASSAULT","SUMMER"
"36.80105"," -76.075791","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.852243"," -76.058164","JANUARY","MORNING","ASSAULT","WINTER"
"36.849581"," -75.980637","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.848522"," -75.990597","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.849479"," -75.975392","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.863086"," -76.167287","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.877772"," -76.170582","APRIL","NIGHT","ASSAULT","SPRING"
"36.798515"," -76.011638","JANUARY","MORNING","ASSAULT","WINTER"
"36.839706"," -75.974028","OCTOBER","MORNING","ASSAULT","FALL"
"36.854592"," -76.17274","AUGUST","AFTERNOON","ASSAULT","SUMMER"
"36.814715"," -76.143853","MAY","NIGHT","ASSAULT","SPRING"
"36.754592"," -76.058612","NOVEMBER","MORNING","ASSAULT","FALL"
"36.849995"," -75.976882","MARCH","NIGHT","ASSAULT","SPRING"
"36.851227"," -75.981378","MARCH","MORNING","ASSAULT","SPRING"
"36.779741"," -75.986143","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.813393"," -75.983817","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.84475"," -75.977686","SEPTEMBER","MORNING","ASSAULT","FALL"
"36.849465"," -76.016168","OCTOBER","NIGHT","ASSAULT","FALL"
"36.77478"," -76.053445","DECEMBER","MORNING","ASSAULT","WINTER"
"36.825377"," -76.096385","OCTOBER","NIGHT","ASSAULT","FALL"
"36.862227"," -75.978971","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.786255"," -76.149768","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.830883"," -76.13735","JULY","AFTERNOON","ASSAULT","SUMMER"
"36.897961"," -76.119624","DECEMBER","EVENING","ASSAULT","WINTER"
"36.790099"," -76.154591","NOVEMBER","MORNING","ASSAULT","FALL"
"36.768381"," -76.012946","APRIL","NIGHT","ASSAULT","SPRING"
"36.838304"," -76.116469","NOVEMBER","NIGHT","ASSAULT","FALL"
"36.771195"," -76.010307","AUGUST","NIGHT","ASSAULT","SUMMER"
"36.861525"," -76.027125","JANUARY","EVENING","ASSAULT","WINTER"
"36.850043"," -76.057236","SEPTEMBER","AFTERNOON","ASSAULT","FALL"
"36.809309"," -76.121199","FEBRUARY","NIGHT","ASSAULT","WINTER"
"36.782843"," -76.048014","APRIL","NIGHT","ASSAULT","SPRING"
"36.863789"," -76.179353","DECEMBER","NIGHT","ASSAULT","WINTER"
