Lat,Long,Month,Period,Offense,Season
36.688696,-75.92328,MAY,AFTERNOON,ASSAULT,SPRING
36.693848,-75.925354,JULY,AFTERNOON,HIT & RUN,SUMMER
36.696748,-75.92653,MAY,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.696748,-75.92653,DECEMBER,NIGHT,HIT & RUN,WINTER
36.696748,-75.92653,AUGUST,EVENING,ASSAULT,SUMMER
36.696748,-75.92653,MAY,MORNING,ASSAULT,SPRING
36.696748,-75.92653,SEPTEMBER,NIGHT,LARCENY,FALL
36.696748,-75.92653,MAY,MORNING,LARCENY,SPRING
36.696748,-75.92653,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.696748,-75.92653,MAY,MORNING,DESTRUCTION OF PROPERTY,SPRING
36.696748,-75.92653,NOVEMBER,NIGHT,ASSAULT,FALL
36.696748,-75.92653,OCTOBER,MORNING,FRAUD,FALL
36.696748,-75.92653,JUNE,NIGHT,ASSAULT,SUMMER
36.702531,-75.927664,AUGUST,NIGHT,LARCENY,SUMMER
36.702531,-75.927664,MAY,EVENING,LARCENY,SPRING
36.702531,-75.927664,MAY,AFTERNOON,LARCENY,SPRING
36.702531,-75.927664,AUGUST,EVENING,LARCENY,SUMMER
36.702531,-75.927664,JUNE,NIGHT,LARCENY,SUMMER
36.702531,-75.927664,JUNE,MORNING,LARCENY,SUMMER
36.702531,-75.927664,MARCH,MORNING,FRAUD,SPRING
36.557126,-75.927938,JUNE,MORNING,LARCENY,SUMMER
36.70211,-75.928694,AUGUST,MORNING,ASSAULT,SUMMER
36.70211,-75.928694,MARCH,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.70211,-75.928694,SEPTEMBER,NIGHT,DESTRUCTION OF PROPERTY,FALL
36.70211,-75.928694,JULY,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.70211,-75.928694,AUGUST,NIGHT,LARCENY,SUMMER
36.70211,-75.928694,JUNE,NIGHT,LARCENY,SUMMER
36.70211,-75.928694,OCTOBER,NIGHT,ASSAULT,FALL
36.708501,-75.930093,MAY,AFTERNOON,HIT & RUN,SPRING
36.708501,-75.930093,APRIL,MORNING,LARCENY,SPRING
36.708238,-75.931172,JANUARY,NIGHT,ASSAULT,WINTER
36.708238,-75.931172,JANUARY,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.713389,-75.932075,OCTOBER,NIGHT,LARCENY,FALL
36.713389,-75.932075,MAY,NIGHT,HIT & RUN,SPRING
36.713389,-75.932075,JUNE,NIGHT,LARCENY,SUMMER
36.713389,-75.932075,JULY,MORNING,LARCENY,SUMMER
36.713389,-75.932075,AUGUST,NIGHT,LARCENY,SUMMER
36.713031,-75.933107,JANUARY,MORNING,LARCENY,WINTER
36.713031,-75.933107,SEPTEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.713247,-75.933471,AUGUST,EVENING,LARCENY,SUMMER
36.718202,-75.933579,OCTOBER,AFTERNOON,LARCENY,FALL
36.718202,-75.933579,AUGUST,NIGHT,LARCENY,SUMMER
36.718202,-75.933579,JULY,MORNING,LARCENY,SUMMER
36.718202,-75.933579,OCTOBER,MORNING,LARCENY,FALL
36.718202,-75.933579,AUGUST,EVENING,LARCENY,SUMMER
36.718202,-75.933579,JUNE,EVENING,HIT & RUN,SUMMER
36.718202,-75.933579,OCTOBER,EVENING,LARCENY,FALL
36.720157,-75.934292,JUNE,EVENING,LARCENY,SUMMER
36.720157,-75.934292,JUNE,MORNING,FRAUD,SUMMER
36.720157,-75.934292,JUNE,NIGHT,LARCENY,SUMMER
36.717935,-75.934517,OCTOBER,EVENING,DESTRUCTION OF PROPERTY,FALL
36.717935,-75.934517,JULY,NIGHT,HIT & RUN,SUMMER
36.717935,-75.934517,AUGUST,NIGHT,LARCENY,SUMMER
36.719945,-75.935283,JANUARY,AFTERNOON,DESTRUCTION OF PROPERTY,WINTER
36.719945,-75.935283,JUNE,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.717287,-75.935352,OCTOBER,NIGHT,LARCENY,FALL
36.717322,-75.935663,JULY,AFTERNOON,ASSAULT,SUMMER
36.720064,-75.935997,JUNE,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.724932,-75.936162,OCTOBER,MORNING,LARCENY,FALL
36.724932,-75.936162,JUNE,NIGHT,LARCENY,SUMMER
36.724932,-75.936162,JULY,EVENING,LARCENY,SUMMER
36.724932,-75.936162,OCTOBER,NIGHT,LARCENY,FALL
36.724592,-75.937083,JUNE,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.724592,-75.937083,JUNE,EVENING,ASSAULT,SUMMER
36.724597,-75.937746,DECEMBER,MORNING,ASSAULT,WINTER
36.724597,-75.937746,DECEMBER,NIGHT,ASSAULT,WINTER
36.729332,-75.937865,JUNE,MORNING,LARCENY,SUMMER
36.729332,-75.937865,JUNE,EVENING,LARCENY,SUMMER
36.729332,-75.937865,OCTOBER,AFTERNOON,LARCENY,FALL
36.729332,-75.937865,JUNE,AFTERNOON,LARCENY,SUMMER
36.729332,-75.937865,AUGUST,NIGHT,LARCENY,SUMMER
36.729332,-75.937865,JULY,EVENING,LARCENY,SUMMER
36.726067,-75.938383,DECEMBER,MORNING,HIT & RUN,WINTER
36.726067,-75.938383,JUNE,EVENING,LARCENY,SUMMER
36.726067,-75.938383,JUNE,NIGHT,LARCENY,SUMMER
36.721971,-75.938423,OCTOBER,NIGHT,LARCENY,FALL
36.721971,-75.938423,AUGUST,MORNING,LARCENY,SUMMER
36.722229,-75.938663,JUNE,MORNING,LARCENY,SUMMER
36.722229,-75.938663,MAY,MORNING,LARCENY,SPRING
36.722229,-75.938663,DECEMBER,MORNING,FRAUD,WINTER
36.733333,-75.93943,JUNE,NIGHT,LARCENY,SUMMER
36.733333,-75.93943,AUGUST,NIGHT,LARCENY,SUMMER
36.733333,-75.93943,APRIL,EVENING,LARCENY,SPRING
36.733333,-75.93943,AUGUST,MORNING,LARCENY,SUMMER
36.733333,-75.93943,AUGUST,EVENING,LARCENY,SUMMER
36.733333,-75.93943,OCTOBER,AFTERNOON,LARCENY,FALL
36.733333,-75.93943,JUNE,MORNING,LARCENY,SUMMER
36.733341,-75.9405,AUGUST,AFTERNOON,LARCENY,SUMMER
36.733341,-75.9405,JUNE,EVENING,LARCENY,SUMMER
36.727951,-75.941488,JULY,AFTERNOON,LARCENY,SUMMER
36.727951,-75.941488,APRIL,MORNING,FRAUD,SPRING
36.727951,-75.941488,DECEMBER,NIGHT,LARCENY,WINTER
36.739057,-75.941648,DECEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,WINTER
36.739057,-75.941648,JUNE,NIGHT,LARCENY,SUMMER
36.739057,-75.941648,OCTOBER,EVENING,LARCENY,FALL
36.739057,-75.941648,DECEMBER,AFTERNOON,ASSAULT,WINTER
36.739057,-75.941648,AUGUST,EVENING,LARCENY,SUMMER
36.739057,-75.941648,MAY,EVENING,LARCENY,SPRING
36.739057,-75.941648,MAY,AFTERNOON,LARCENY,SPRING
36.738704,-75.942585,MAY,NIGHT,LARCENY,SPRING
36.738704,-75.942585,SEPTEMBER,EVENING,HIT & RUN,FALL
36.738704,-75.942585,DECEMBER,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.742124,-75.942838,JUNE,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.742124,-75.942838,JULY,MORNING,LARCENY,SUMMER
36.742124,-75.942838,JULY,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.74198,-75.94386,JULY,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.746962,-75.944721,NOVEMBER,NIGHT,LARCENY,FALL
36.746962,-75.944721,DECEMBER,MORNING,FRAUD,WINTER
36.746962,-75.944721,JULY,AFTERNOON,LARCENY,SUMMER
36.746962,-75.944721,DECEMBER,MORNING,LARCENY,WINTER
36.746962,-75.944721,DECEMBER,AFTERNOON,LARCENY,WINTER
36.746092,-75.945401,OCTOBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.746092,-75.945401,JUNE,NIGHT,FRAUD,SUMMER
36.746092,-75.945401,MAY,NIGHT,LARCENY,SPRING
36.746092,-75.945401,SEPTEMBER,EVENING,DESTRUCTION OF PROPERTY,FALL
36.746092,-75.945401,NOVEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.746092,-75.945401,JUNE,NIGHT,ASSAULT,SUMMER
36.746092,-75.945401,APRIL,AFTERNOON,LARCENY,SPRING
36.746074,-75.945456,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.747043,-75.946034,AUGUST,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.752425,-75.946864,JULY,NIGHT,LARCENY,SUMMER
36.752425,-75.946864,MAY,NIGHT,LARCENY,SPRING
36.752425,-75.946864,MAY,EVENING,LARCENY,SPRING
36.752425,-75.946864,MAY,AFTERNOON,LARCENY,SPRING
36.752022,-75.947974,MARCH,EVENING,ASSAULT,SPRING
36.752373,-75.948105,JULY,NIGHT,LARCENY,SUMMER
36.757001,-75.948961,JULY,NIGHT,LARCENY,SUMMER
36.757001,-75.948961,NOVEMBER,MORNING,ASSAULT,FALL
36.757001,-75.948961,NOVEMBER,MORNING,DESTRUCTION OF PROPERTY,FALL
36.757001,-75.948961,AUGUST,AFTERNOON,LARCENY,SUMMER
36.757001,-75.948961,AUGUST,MORNING,LARCENY,SUMMER
36.757001,-75.948961,JULY,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.757001,-75.948961,OCTOBER,MORNING,ASSAULT,FALL
36.754663,-75.949,MAY,MORNING,LARCENY,SPRING
36.754663,-75.949,OCTOBER,NIGHT,LARCENY,FALL
36.760196,-75.951459,SEPTEMBER,MORNING,DESTRUCTION OF PROPERTY,FALL
36.743692,-75.958075,NOVEMBER,NIGHT,DESTRUCTION OF PROPERTY,FALL
36.744966,-75.965498,OCTOBER,AFTERNOON,LARCENY,FALL
36.744966,-75.965498,OCTOBER,NIGHT,LARCENY,FALL
36.784484,-75.967931,MARCH,EVENING,LARCENY,SPRING
36.825136,-75.969333,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.831947,-75.969736,SEPTEMBER,AFTERNOON,LARCENY,FALL
36.822979,-75.969788,JUNE,AFTERNOON,LARCENY,SUMMER
36.706981,-75.969814,OCTOBER,NIGHT,LARCENY,FALL
36.828274,-75.970084,FEBRUARY,MORNING,HIT & RUN,WINTER
36.825941,-75.970487,APRIL,NIGHT,ASSAULT,SPRING
36.825941,-75.970487,JULY,MORNING,HIT & RUN,SUMMER
36.825941,-75.970487,DECEMBER,NIGHT,LARCENY,WINTER
36.834838,-75.970524,JULY,NIGHT,LARCENY,SUMMER
36.834827,-75.970617,OCTOBER,NIGHT,DESTRUCTION OF PROPERTY,FALL
36.834827,-75.970617,JUNE,MORNING,HIT & RUN,SUMMER
36.832186,-75.970664,MARCH,EVENING,ASSAULT,SPRING
36.832186,-75.970664,FEBRUARY,NIGHT,ASSAULT,WINTER
36.832186,-75.970664,JANUARY,AFTERNOON,FRAUD,WINTER
36.832186,-75.970664,APRIL,NIGHT,LARCENY,SPRING
36.832186,-75.970664,MARCH,NIGHT,ASSAULT,SPRING
36.832186,-75.970664,JANUARY,AFTERNOON,LARCENY,WINTER
36.832186,-75.970664,AUGUST,AFTERNOON,LARCENY,SUMMER
36.822845,-75.970765,JULY,NIGHT,ASSAULT,SUMMER
36.733099,-75.970809,APRIL,NIGHT,LARCENY,SPRING
36.733099,-75.970809,AUGUST,NIGHT,LARCENY,SUMMER
36.733099,-75.970809,MAY,MORNING,ASSAULT,SPRING
36.733099,-75.970809,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.733099,-75.970809,AUGUST,MORNING,ASSAULT,SUMMER
36.733099,-75.970809,MAY,NIGHT,LARCENY,SPRING
36.733099,-75.970809,SEPTEMBER,MORNING,ASSAULT,FALL
36.836332,-75.970936,JULY,EVENING,LARCENY,SUMMER
36.833051,-75.970992,AUGUST,MORNING,LARCENY,SUMMER
36.833051,-75.970992,APRIL,EVENING,ASSAULT,SPRING
36.833051,-75.970992,FEBRUARY,MORNING,LARCENY,WINTER
36.833051,-75.970992,MAY,NIGHT,HIT & RUN,SPRING
36.833051,-75.970992,JULY,NIGHT,ASSAULT,SUMMER
36.833051,-75.970992,APRIL,EVENING,LARCENY,SPRING
36.833051,-75.970992,MAY,EVENING,HIT & RUN,SPRING
36.833051,-75.970992,JUNE,EVENING,HIT & RUN,SUMMER
36.833051,-75.970992,JANUARY,NIGHT,ASSAULT,WINTER
36.833051,-75.970992,AUGUST,EVENING,HIT & RUN,SUMMER
36.833051,-75.970992,MAY,NIGHT,LARCENY,SPRING
36.833776,-75.971098,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.833776,-75.971098,APRIL,AFTERNOON,HIT & RUN,SPRING
36.834014,-75.971186,MAY,MORNING,LARCENY,SPRING
36.834014,-75.971186,MAY,MORNING,HIT & RUN,SPRING
36.834014,-75.971186,AUGUST,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,MAY,NIGHT,LARCENY,SPRING
36.834014,-75.971186,SEPTEMBER,NIGHT,LARCENY,FALL
36.834014,-75.971186,MARCH,MORNING,LARCENY,SPRING
36.834014,-75.971186,AUGUST,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,JANUARY,EVENING,LARCENY,WINTER
36.834014,-75.971186,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.834014,-75.971186,JULY,MORNING,LARCENY,SUMMER
36.834014,-75.971186,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,JULY,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,JULY,NIGHT,LARCENY,SUMMER
36.834014,-75.971186,APRIL,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.834014,-75.971186,JUNE,MORNING,LARCENY,SUMMER
36.834014,-75.971186,AUGUST,AFTERNOON,LARCENY,SUMMER
36.834014,-75.971186,AUGUST,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,NOVEMBER,NIGHT,LARCENY,FALL
36.834014,-75.971186,JUNE,NIGHT,LARCENY,SUMMER
36.834014,-75.971186,JULY,AFTERNOON,LARCENY,SUMMER
36.834014,-75.971186,JUNE,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.834014,-75.971186,AUGUST,NIGHT,LARCENY,SUMMER
36.834014,-75.971186,MARCH,NIGHT,ASSAULT,SPRING
36.834014,-75.971186,AUGUST,MORNING,LARCENY,SUMMER
36.834014,-75.971186,JULY,AFTERNOON,HIT & RUN,SUMMER
36.777306,-75.971268,JUNE,MORNING,ASSAULT,SUMMER
36.837824,-75.971297,AUGUST,MORNING,LARCENY,SUMMER
36.837824,-75.971297,AUGUST,AFTERNOON,LARCENY,SUMMER
36.835035,-75.971477,SEPTEMBER,MORNING,LARCENY,FALL
36.835035,-75.971477,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.835035,-75.971477,NOVEMBER,MORNING,FRAUD,FALL
36.835035,-75.971477,FEBRUARY,MORNING,LARCENY,WINTER
36.835035,-75.971477,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.835035,-75.971477,MARCH,MORNING,ASSAULT,SPRING
36.835035,-75.971477,APRIL,MORNING,LARCENY,SPRING
36.835035,-75.971477,JANUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.835035,-75.971477,NOVEMBER,EVENING,HIT & RUN,FALL
36.835035,-75.971477,MARCH,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.835035,-75.971477,JULY,MORNING,LARCENY,SUMMER
36.835035,-75.971477,DECEMBER,EVENING,HIT & RUN,WINTER
36.835035,-75.971477,MARCH,EVENING,ASSAULT,SPRING
36.835035,-75.971477,JULY,NIGHT,LARCENY,SUMMER
36.835035,-75.971477,DECEMBER,AFTERNOON,LARCENY,WINTER
36.835035,-75.971477,MAY,MORNING,LARCENY,SPRING
36.835035,-75.971477,FEBRUARY,MORNING,ASSAULT,WINTER
36.821524,-75.971512,MARCH,NIGHT,LARCENY,SPRING
36.831616,-75.971524,JULY,MORNING,LARCENY,SUMMER
36.831616,-75.971524,OCTOBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.831616,-75.971524,SEPTEMBER,MORNING,LARCENY,FALL
36.831616,-75.971524,JUNE,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.831616,-75.971524,JULY,MORNING,HIT & RUN,SUMMER
36.831616,-75.971524,JUNE,MORNING,LARCENY,SUMMER
36.831616,-75.971524,SEPTEMBER,MORNING,ASSAULT,FALL
36.835695,-75.971652,JULY,AFTERNOON,HIT & RUN,SUMMER
36.835695,-75.971652,OCTOBER,MORNING,DESTRUCTION OF PROPERTY,FALL
36.835695,-75.971652,OCTOBER,MORNING,LARCENY,FALL
36.835892,-75.971679,OCTOBER,NIGHT,LARCENY,FALL
36.835892,-75.971679,JUNE,NIGHT,ASSAULT,SUMMER
36.835892,-75.971679,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.835892,-75.971679,JULY,NIGHT,ASSAULT,SUMMER
36.835892,-75.971679,MAY,EVENING,HIT & RUN,SPRING
36.835892,-75.971679,JANUARY,MORNING,LARCENY,WINTER
36.835892,-75.971679,NOVEMBER,MORNING,LARCENY,FALL
36.835892,-75.971679,MAY,EVENING,ASSAULT,SPRING
36.835892,-75.971679,JULY,AFTERNOON,LARCENY,SUMMER
36.835892,-75.971679,JUNE,AFTERNOON,FRAUD,SUMMER
36.835892,-75.971679,OCTOBER,MORNING,LARCENY,FALL
36.835892,-75.971679,MARCH,NIGHT,LARCENY,SPRING
36.835892,-75.971679,JUNE,MORNING,FRAUD,SUMMER
36.835892,-75.971679,JULY,NIGHT,LARCENY,SUMMER
36.835892,-75.971679,MAY,NIGHT,FRAUD,SPRING
36.835892,-75.971679,APRIL,AFTERNOON,HIT & RUN,SPRING
36.839743,-75.971777,JUNE,AFTERNOON,LARCENY,SUMMER
36.82999,-75.971781,NOVEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.82999,-75.971781,NOVEMBER,EVENING,LARCENY,FALL
36.82999,-75.971781,NOVEMBER,NIGHT,LARCENY,FALL
36.836672,-75.9719,SEPTEMBER,AFTERNOON,HIT & RUN,FALL
36.774191,-75.971914,MARCH,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.774191,-75.971914,FEBRUARY,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.774191,-75.971914,APRIL,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.836869,-75.971951,MARCH,MORNING,LARCENY,SPRING
36.836869,-75.971951,JULY,NIGHT,ASSAULT,SUMMER
36.836869,-75.971951,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.836869,-75.971951,JULY,AFTERNOON,ASSAULT,SUMMER
36.836869,-75.971951,MAY,EVENING,ASSAULT,SPRING
36.836869,-75.971951,APRIL,NIGHT,LARCENY,SPRING
36.836869,-75.971951,SEPTEMBER,EVENING,DESTRUCTION OF PROPERTY,FALL
36.836869,-75.971951,APRIL,EVENING,HIT & RUN,SPRING
36.836869,-75.971951,AUGUST,NIGHT,ASSAULT,SUMMER
36.836869,-75.971951,APRIL,EVENING,LARCENY,SPRING
36.836869,-75.971951,AUGUST,NIGHT,LARCENY,SUMMER
36.836869,-75.971951,JULY,EVENING,LARCENY,SUMMER
36.840606,-75.971975,MARCH,NIGHT,LARCENY,SPRING
36.840606,-75.971975,MAY,NIGHT,LARCENY,SPRING
36.777338,-75.972038,JANUARY,EVENING,LARCENY,WINTER
36.837848,-75.972225,APRIL,AFTERNOON,LARCENY,SPRING
36.837848,-75.972225,SEPTEMBER,MORNING,LARCENY,FALL
36.837848,-75.972225,FEBRUARY,EVENING,LARCENY,WINTER
36.837848,-75.972225,JUNE,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.837848,-75.972225,NOVEMBER,AFTERNOON,ASSAULT,FALL
36.837848,-75.972225,JUNE,NIGHT,ASSAULT,SUMMER
36.837848,-75.972225,MAY,MORNING,HIT & RUN,SPRING
36.837848,-75.972225,AUGUST,EVENING,LARCENY,SUMMER
36.837848,-75.972225,AUGUST,NIGHT,LARCENY,SUMMER
36.837848,-75.972225,OCTOBER,MORNING,LARCENY,FALL
36.837848,-75.972225,MAY,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.837848,-75.972225,JULY,AFTERNOON,LARCENY,SUMMER
36.837848,-75.972225,JULY,NIGHT,LARCENY,SUMMER
36.837848,-75.972225,MAY,EVENING,LARCENY,SPRING
36.837848,-75.972225,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.837848,-75.972225,JULY,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.837848,-75.972225,JULY,MORNING,LARCENY,SUMMER
36.841762,-75.972255,JUNE,EVENING,LARCENY,SUMMER
36.839648,-75.972289,MAY,MORNING,LARCENY,SPRING
36.833539,-75.97236,OCTOBER,NIGHT,ASSAULT,FALL
36.833737,-75.972408,MARCH,NIGHT,ASSAULT,SPRING
36.8305,-75.97243,JULY,NIGHT,FRAUD,SUMMER
36.820751,-75.972437,DECEMBER,MORNING,LARCENY,WINTER
36.838749,-75.972461,JUNE,NIGHT,HIT & RUN,SUMMER
36.838749,-75.972461,MAY,MORNING,LARCENY,SPRING
36.838749,-75.972461,AUGUST,NIGHT,FRAUD,SUMMER
36.838749,-75.972461,JULY,MORNING,FRAUD,SUMMER
36.838749,-75.972461,DECEMBER,EVENING,ASSAULT,WINTER
36.838749,-75.972461,JANUARY,MORNING,LARCENY,WINTER
36.838749,-75.972461,JULY,NIGHT,ASSAULT,SUMMER
36.838749,-75.972461,FEBRUARY,NIGHT,LARCENY,WINTER
36.838749,-75.972461,SEPTEMBER,AFTERNOON,HIT & RUN,FALL
36.838749,-75.972461,APRIL,NIGHT,HIT & RUN,SPRING
36.838749,-75.972461,JUNE,MORNING,HIT & RUN,SUMMER
36.838749,-75.972461,FEBRUARY,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.838749,-75.972461,APRIL,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.838749,-75.972461,MARCH,NIGHT,HIT & RUN,SPRING
36.843026,-75.972613,MAY,AFTERNOON,LARCENY,SPRING
36.821643,-75.972639,APRIL,MORNING,FRAUD,SPRING
36.839576,-75.972681,APRIL,AFTERNOON,LARCENY,SPRING
36.839576,-75.972681,MAY,NIGHT,ASSAULT,SPRING
36.839576,-75.972681,NOVEMBER,MORNING,FRAUD,FALL
36.839576,-75.972681,NOVEMBER,NIGHT,LARCENY,FALL
36.839576,-75.972681,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.839576,-75.972681,DECEMBER,NIGHT,LARCENY,WINTER
36.839576,-75.972681,DECEMBER,NIGHT,ASSAULT,WINTER
36.839576,-75.972681,AUGUST,MORNING,LARCENY,SUMMER
36.839576,-75.972681,OCTOBER,AFTERNOON,LARCENY,FALL
36.839576,-75.972681,SEPTEMBER,NIGHT,ASSAULT,FALL
36.839576,-75.972681,JULY,MORNING,LARCENY,SUMMER
36.839576,-75.972681,APRIL,MORNING,ASSAULT,SPRING
36.839576,-75.972681,JULY,AFTERNOON,LARCENY,SUMMER
36.839576,-75.972681,SEPTEMBER,EVENING,FRAUD,FALL
36.839576,-75.972681,JULY,MORNING,FRAUD,SUMMER
36.839576,-75.972681,JULY,NIGHT,ASSAULT,SUMMER
36.839576,-75.972681,AUGUST,EVENING,FRAUD,SUMMER
36.839576,-75.972681,MARCH,NIGHT,HIT & RUN,SPRING
36.839576,-75.972681,NOVEMBER,MORNING,LARCENY,FALL
36.839576,-75.972681,AUGUST,NIGHT,ASSAULT,SUMMER
36.839576,-75.972681,AUGUST,MORNING,HIT & RUN,SUMMER
36.839576,-75.972681,SEPTEMBER,MORNING,LARCENY,FALL
36.839576,-75.972681,JUNE,NIGHT,LARCENY,SUMMER
36.843606,-75.972777,JULY,EVENING,LARCENY,SUMMER
36.843606,-75.972777,MARCH,AFTERNOON,LARCENY,SPRING
36.843606,-75.972777,AUGUST,AFTERNOON,FRAUD,SUMMER
36.837543,-75.972792,JUNE,NIGHT,ASSAULT,SUMMER
36.837543,-75.972792,AUGUST,MORNING,LARCENY,SUMMER
36.837543,-75.972792,JUNE,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.837543,-75.972792,JUNE,MORNING,LARCENY,SUMMER
36.837543,-75.972792,APRIL,NIGHT,LARCENY,SPRING
36.837543,-75.972792,AUGUST,NIGHT,LARCENY,SUMMER
36.837543,-75.972792,JANUARY,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.837543,-75.972792,MAY,AFTERNOON,LARCENY,SPRING
36.837543,-75.972792,JULY,EVENING,LARCENY,SUMMER
36.840533,-75.972934,APRIL,NIGHT,HIT & RUN,SPRING
36.840533,-75.972934,AUGUST,EVENING,LARCENY,SUMMER
36.840533,-75.972934,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.835997,-75.972992,OCTOBER,MORNING,LARCENY,FALL
36.835997,-75.972992,OCTOBER,MORNING,DESTRUCTION OF PROPERTY,FALL
36.840754,-75.972994,AUGUST,AFTERNOON,LARCENY,SUMMER
36.840754,-75.972994,NOVEMBER,NIGHT,FRAUD,FALL
36.840754,-75.972994,AUGUST,NIGHT,HIT & RUN,SUMMER
36.840754,-75.972994,JUNE,NIGHT,FRAUD,SUMMER
36.840754,-75.972994,OCTOBER,AFTERNOON,HIT & RUN,FALL
36.840754,-75.972994,MARCH,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.840754,-75.972994,APRIL,NIGHT,LARCENY,SPRING
36.840754,-75.972994,MARCH,NIGHT,LARCENY,SPRING
36.840754,-75.972994,OCTOBER,MORNING,HIT & RUN,FALL
36.840754,-75.972994,JUNE,EVENING,LARCENY,SUMMER
36.840754,-75.972994,JANUARY,NIGHT,ASSAULT,WINTER
36.840754,-75.972994,OCTOBER,EVENING,LARCENY,FALL
36.840754,-75.972994,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.840754,-75.972994,NOVEMBER,MORNING,HIT & RUN,FALL
36.840754,-75.972994,JULY,NIGHT,LARCENY,SUMMER
36.840754,-75.972994,JUNE,MORNING,LARCENY,SUMMER
36.840754,-75.972994,JULY,MORNING,LARCENY,SUMMER
36.844511,-75.973023,SEPTEMBER,NIGHT,ASSAULT,FALL
36.844511,-75.973023,AUGUST,AFTERNOON,ASSAULT,SUMMER
36.844511,-75.973023,JUNE,AFTERNOON,ASSAULT,SUMMER
36.844511,-75.973023,APRIL,NIGHT,LARCENY,SPRING
36.836488,-75.973132,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.825178,-75.973145,OCTOBER,NIGHT,LARCENY,FALL
36.841614,-75.97323,JUNE,MORNING,HIT & RUN,SUMMER
36.841614,-75.97323,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.841614,-75.97323,JULY,NIGHT,ASSAULT,SUMMER
36.841614,-75.97323,DECEMBER,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.841614,-75.97323,AUGUST,MORNING,ASSAULT,SUMMER
36.841614,-75.97323,OCTOBER,NIGHT,LARCENY,FALL
36.841614,-75.97323,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.832859,-75.973292,JULY,NIGHT,HIT & RUN,SUMMER
36.832859,-75.973292,SEPTEMBER,MORNING,HIT & RUN,FALL
36.837461,-75.973439,APRIL,MORNING,HIT & RUN,SPRING
